电影,导演,编剧,主演,类型,制片国家/地区,语言,上映日期,片长,又名,IMDb链接
驯龙高手3,迪恩·德布洛斯,迪恩·德布洛斯/葛蕾熙达·柯维尔,杰伊·巴鲁切尔/亚美莉卡·费雷拉/F·默里·亚伯拉罕/凯特·布兰切特/杰拉德·巴特勒/克雷格·费格森/乔纳·希尔/克里斯托夫·梅兹-普莱瑟/克里斯汀·韦格/基特·哈灵顿/罗宾·阿特金·唐斯/基隆·埃利奥特/吉迪恩·埃默里/阿什利·詹森/奥拉维尔·达里·奥拉夫松/詹姆士·谢/大卫·田纳特,动画/奇幻/冒险,美国,英语,2019-03-01(中国大陆)/2019-01-03(澳大利亚)/2019-02-22(美国),104分钟,驯龙记3(港)/驯龙高手3：隐秘的世界/HowtoTrainYourDragon3,tt2386490
摩天营救,罗森·马歇尔·瑟伯,罗森·马歇尔·瑟伯,道恩·强森/内芙·坎贝尔/黄经汉/罗兰·默勒/麦肯纳·罗伯茨/诺亚·科特雷尔/诺亚·泰勒/巴勃罗·施瑞博尔/凯文·兰金/昆凌/文峰/马特·欧莱瑞/比特里斯·金/马志/保罗·麦克吉莱恩/吴嘉星/艾德里安·霍姆斯/维努斯·特雷佐/杰特·克莱恩/拜伦·劳森/关永扬/法比欧·塔索恩/卡洛·余,动作/惊悚/冒险,美国,英语/粤语/汉语普通话,2018-07-20(中国大陆)/2018-07-13(美国),102分钟,摩天大楼(台)/高凶浩劫(港)/高耸入云,tt5758778
神奇女侠,派蒂·杰金斯,艾伦·海因伯格/扎克·施奈德/贾森·福克斯/威廉·马斯顿,盖尔·加朵/克里斯·派恩/康妮·尼尔森/罗宾·怀特/丹尼·赫斯顿/大卫·休里斯/萨伊德·塔格马奥/艾文·布莱纳/尤金·布雷弗·洛克/露茜·戴维斯/埃伦娜·安纳亚/莉莉·阿斯佩尔/艾米丽·凯里/丽莎·洛文·孔斯利/安·奥戈博莫/杜晨·科洛斯,动作/奇幻/冒险,美国/中国大陆/香港,英语,2017-06-02(中国大陆/美国)/2017-05-30(香港/台湾),141分钟,神力女超人(台),tt0451279
超人总动员2,布拉德·伯德,布拉德·伯德,格雷格·T·尼尔森/霍利·亨特/莎拉·沃威尔/赫克·米尔纳/伊莱·富西尔/凯瑟琳·基纳/塞缪尔·杰克逊/伊莎贝拉·罗西里尼/鲍勃·奥登科克/布拉德·伯德/索菲亚·布什/乔纳森·班克斯/约翰·拉岑贝格/金伯利·阿代尔·克拉克/托亚·特纳,喜剧/动作/动画/冒险,美国,英语,2018-06-22(中国大陆)/2018-06-15(美国),118分钟/126分钟(中国大陆),超人特攻队2(台)/超人特工队2(港)/超人家族2,tt3606756
无敌破坏王2：大闹互联网,菲尔·约翰斯顿/瑞奇·摩尔,菲尔·约翰斯顿/帕米拉·里本/瑞奇·摩尔/吉姆·里尔顿/乔西·特立尼达,约翰·C·赖利/萨拉·西尔弗曼/盖尔·加朵/塔拉吉·P·汉森/杰克·麦克布瑞尔/简·林奇/艾伦·图代克/阿尔弗雷德·莫里纳/艾德·奥尼尔/肖恩·吉布朗尼/弗卢拉·博格/蒂莫西·西蒙斯/黄阿丽/韩秘书·布雷克/葛洛泽尔·格林/瑞贝卡·薇索基/山姆·理查森/雅布其·杨-怀特/莫里斯·拉马奇/梅丽莎·维拉斯诺/凯蒂·洛斯/贾米·埃曼/霍拉提奥·桑斯/亚历克斯·莫法特/琼·斯奎布/德拉·萨巴/菲尔·约翰斯顿/约翰·迪·玛吉欧/瑞奇·摩尔/科琳·巴林杰/达尼·费尔南德斯/蒂芙妮·赫雷拉/阿娜·奥缇兹/迪安娜·阿格隆/杰森·曼兹沃克斯/雷蒙德·S·佩尔西/伏霞/罗杰·克莱格·史密斯/蒂姆·艾伦/布拉德·加内特/安东尼·丹尼尔斯/科里·伯顿/范·迪塞尔/维韦卡·波林/迈克·吉亚奇诺/凯文·迪特斯/尼可·斯彻金格/丹·雷诺斯/艾琳·贝达/克里斯汀·贝尔/裘蒂·班森/奥丽伊·卡瓦洛/詹妮弗·黑尔/凯特·希金斯/琳达·拉金/凯莉·麦克唐纳/伊迪娜·门泽尔/曼迪·摩尔/佩吉·奥哈拉/帕米拉·里本/阿尼卡·诺尼·罗斯/温明娜/珍妮卡·贝尔格雷/比尔·哈德尔,喜剧/动画/奇幻/冒险,美国,英语,2018-11-23(中国大陆)/2018-11-21(美国),112分钟,无敌破坏王2/无敌破坏王2：网路大暴走(台)/无敌破坏王2：打爆互联网(港)/无敌破坏王2：破坏王大闹互联网/Wreck-ItRalph2,tt5848272
侏罗纪世界2,胡安·安东尼奥·巴亚纳,科林·特雷沃罗/德里克·康纳利/迈克尔·克莱顿,克里斯·帕拉特/布莱丝·达拉斯·霍华德/贾斯蒂斯·史密斯/伊莎贝拉·瑟蒙/拉菲·斯波/托比·琼斯/泰德·拉文/詹姆斯·克伦威尔/黄荣亮/丹妮艾拉·皮内达/杰拉丁·卓别林/杰夫·高布伦/卡米尔·雷米泽斯基/丹尼尔·斯蒂森/皮特·杰森/迈克尔·帕帕约翰/罗伯特·埃姆斯/罗南·萨莫尔斯/麦克斯·贝克/丹尼尔·厄根/戴维·奥拉瓦莱·阿印德,动作/科幻/冒险,美国/西班牙,英语,2018-06-15(中国大陆)/2018-06-22(美国),128分钟,侏罗纪世界：殒落国度(台)/侏罗纪世界：迷失国度(港)/侏罗纪世界2：失落王国/侏罗纪世界2：堕落王国/侏罗纪公园5/JurassicPark5/JurassicWorld2,tt4881806
马戏之王,迈克尔·格雷西,珍妮·比克/比尔·康顿,休·杰克曼/米歇尔·威廉姆斯/扎克·埃夫隆/赞达亚/丽贝卡·弗格森/奥丝汀·约翰森/卡梅伦·丝蕾/基拉·塞特尔/萨姆·汉弗莱/叶海亚·阿卜杜勒-迈丁/埃里克·安德森/伊利斯·鲁宾/斯凯勒·杜恩/丹尼尔·埃维里奇/拉杜·斯平格尔/小森优作/丹尼尔·松/保罗·斯帕克斯/威尔·斯文森,剧情/歌舞/传记,美国,英语,2018-02-01(中国大陆)/2017-12-20(美国),105分钟/106分钟(中国大陆),大娱乐家(港/台)/地球最强秀/地球最强马戏演员/全球最伟大的马戏演员/大秀之王/TheGreatestShowmanOnEarth,tt1485796
奇迹男孩,斯蒂芬·卓博斯基,斯蒂芬·卓博斯基/斯蒂夫·康拉德/杰克·索恩/R·J·帕拉西奥,雅各布·特伦布莱/朱莉娅·罗伯茨/伊扎贝拉·维多维奇/欧文·威尔逊/诺亚·尤佩/丹妮尔·罗丝·拉塞尔/纳吉·杰特/戴维德·迪格斯/曼迪·帕廷金/布莱斯·吉扎尔/艾尔·麦金农/泰·孔西利奥/詹姆斯·休斯/凯尔·布瑞特科夫/米莉·戴维斯/莉娅·朱厄特/凯琳·布瑞特科夫/利亚姆·迪金森/艾玛·特伦布莱/马克·多兹劳/鲁奇娅·伯纳德/J·道格拉斯·斯图瓦特/阿里·利伯特/埃丽卡·麦基特里克/本杰明·拉特纳/杰森·麦金农/索尼娅·布拉加/吉洁特,剧情/家庭/儿童,美国/香港,英语,2018-01-19(中国大陆)/2017-11-17(美国),113分钟/114分钟(中国大陆),奇迹,tt2543472
无主之作,弗洛里安·亨克尔·冯·多纳斯马尔克,弗洛里安·亨克尔·冯·多纳斯马尔克,汤姆·希林/塞巴斯蒂安·科赫/葆拉·贝尔/莎斯琪亚·罗森道尔/奥利弗·马苏奇/叶甫根尼·希迪金/马克·扎克/乌尔里克·C·扎勒/巴斯蒂安·特罗斯特/汉斯-尤韦·鲍尔/汉诺·科夫勒/辛纳克·勋纳曼/詹妮特·海因/乔切·舒托夫/约翰娜·加斯多夫/弗罗里安·巴西奥罗麦/本·贝克,剧情,德国,德语,2018-09-04(威尼斯电影节)/2018-10-03(德国),189分钟,NeverLookAway/WorkWithoutAuthor,tt5311542
英伦对决,马丁·坎贝尔,大卫·马可尼/史蒂芬·莱泽,成龙/皮尔斯·布鲁斯南/刘涛/梁佩诗/夏莉·墨菲/欧拉·布莱蒂/迈克尔·麦克埃尔哈顿/西蒙·坤茨/雷·费隆/罗里·弗莱克-拜恩/皮帕·贝内特-华纳/德尔莫特·克劳利/蒂利亚纳·布克丽瓦/鲁弗斯·琼斯/斯蒂芬·霍根,动作/犯罪,英国/中国大陆/美国,英语/汉语普通话,2017-09-30(中国大陆)/2017-10-13(美国),113分钟,龙震天下/普通人/中国人/外国佬/TheChinaman,tt1615160
一个明星的诞生,布莱德利·库珀,艾瑞克·罗斯/布莱德利·库珀/威尔·法特斯/莫斯·哈特/约翰·格列高利·邓恩/琼·迪丹/弗兰克·皮尔森/威廉·A·韦尔曼/罗伯特·卡森,LadyGaga/布莱德利·库珀/山姆·艾里奥特/安德鲁·戴斯·克雷/拉菲·格拉沃恩/安东尼·拉莫斯/大卫·查普尔/亚历克·鲍德温/马龙·威廉姆斯/布兰迪·卡莉/朗·瑞弗金/巴里·沙巴卡·亨利/迈克尔·D·罗伯茨/迈克尔·哈尔尼/丽贝卡·菲尔德/威廉·贝利/格雷戈·格伦伯格/D·J·尚格拉·皮尔斯/德瑞娜·德尼罗/艾迪·格里芬/哈尔希/马修·利巴提克/路奈尔·坎贝尔/唐·渥斯/伦尼·卡斯特罗/唐·罗伊·金/格雷戈里·斯卡尔尼奇/弗兰克·安妮罗/杰尔马诺·布兰科/梅根·豪恩/马克·查普曼/史蒂文·西塞罗/阿曼达·菲尔茨/阿尔弗雷德·加比杜林/弗雷德里克·基夫,剧情/爱情/音乐,美国,英语,2018-08-31(威尼斯电影节)/2018-10-05(美国),135分钟/148分钟(加长版),一个巨星的诞生(台)/星梦情深(港),tt1517451
至爱梵高·星空之谜,多洛塔·科别拉/休·韦尔什曼,多洛塔·科别拉/休·韦尔什曼/贾科·丹纳尔,道格拉斯·布斯/罗伯特·古拉奇克/埃莉诺·汤姆林森/杰罗姆·弗林/西尔莎·罗南/海伦·麦克洛瑞/克里斯·奥多德/约翰·塞森斯/艾丹·特纳/詹姆斯·格林尼/比尔·托马斯/马丁·赫德曼/理查德·班克斯/霍莉·厄尔,剧情/动画/传记,英国/波兰,英语,2017-12-08(中国大陆)/2017-06-12(安锡动画电影节)/2017-10-13(英国),95分钟,至爱梵高/致梵高的爱/情迷梵高(港)/梵谷：星夜之谜(台)/探索梵高的生与死/挚爱梵高/LapassionVanGogh,tt3262342
解除好友2：暗网,斯蒂芬·思科,斯蒂芬·思科,科林·伍德尔/斯蒂芬妮·诺格拉斯/瑞贝卡·瑞滕豪斯/安德鲁斯·李斯/贝蒂·加布里埃尔/康纳·戴尔·里奥/萨维拉·温蒂亚尼/切尔西·阿尔登/道格拉斯·泰特/阿什顿·斯迈利/阿历萨·芒索,恐怖/犯罪,美国,英语,2018-03-09(西南偏南电影节)/2018-07-20(美国),92分钟,杀讯2(台)/解除好友2/解除好友：游戏之夜,tt4761916
精灵旅社3：疯狂假期,格恩迪·塔塔科夫斯基,迈克尔·麦库勒斯/格恩迪·塔塔科夫斯基,亚当·桑德勒/凯瑟琳·哈恩/史蒂夫·布西密/赛琳娜·戈麦斯/阿什·布林克夫/梅尔·布鲁克斯/科甘-迈克尔·凯/安迪·萨姆伯格/法兰·德瑞雪/大卫·斯佩德/凯文·詹姆斯/莫莉·香侬/格恩迪·塔塔科夫斯基/乔·怀特/克莉丝汀·泰根/乔·乔纳斯/吉姆·加菲根,喜剧/动画/奇幻,美国,英语,2018-08-17(中国大陆)/2018-07-13(美国),98分钟,鬼灵精怪大酒店3：怪兽旅行团(港)/尖叫旅社3：怪兽假期(台),tt5220122
变形金刚5：最后的骑士,迈克尔·贝,阿特·马库姆/马特·霍洛维/肯·诺兰/阿齐瓦·高斯曼,马克·沃尔伯格/伊莎贝拉·莫奈/劳拉·哈德克/安东尼·霍普金斯/乔什·杜哈明/彼特·库伦/约翰·古德曼/斯坦利·图齐/桑地亚哥·卡布瑞拉/吉尔·伯明翰/渡边谦/约翰·迪·玛吉欧/弗兰克·维尔克/米彻·佩勒吉,动作/科幻,美国/中国大陆/加拿大,英语,2017-06-23(中国大陆)/2017-06-21(美国),155分钟/150分钟(中国大陆),变形金刚：终极战士(港)/变形金刚5：最终骑士(台)/变形金刚5/变5/Transformers5,tt3371366
湮灭,亚历克斯·嘉兰,亚历克斯·嘉兰/杰夫·万德米尔,娜塔莉·波特曼/詹妮弗·杰森·李/吉娜·罗德里格兹/泰莎·汤普森/奥斯卡·伊萨克/水野索诺娅/大卫·吉雅西/图娃·诺沃妮/本尼迪克特·王/约翰·施瓦布/萨米·海曼/乔希·丹福德/克里斯汀·麦加里蒂,剧情/科幻/惊悚,美国/英国,英语,2018-04-13(中国大陆)/2018-02-23(美国),115分钟/114分钟(中国大陆),灭。境(港)/灭绝(台)/遗落的南境1：湮灭,tt2798920
遗传厄运,阿里·艾斯特,阿里·艾斯特,亚历克斯·沃尔夫/加布里埃尔·伯恩/托妮·科莱特/米莉·夏普洛/克里斯蒂·萨默海斯/摩根·伦德/马洛里·贝克特尔/杰克·布朗/布赖恩·拉谢尔/海蒂·门德兹/莫伊塞斯L·托瓦/贾罗德·菲利普斯/安·唐德/布罗克·麦金尼/扎克瑞·亚瑟/奥斯丁·R·格兰特,悬疑/惊悚/恐怖,美国,英语,2018-01-21(圣丹斯电影节)/2018-06-08(美国),127分钟,宿怨(台)/祖孽(港)/厄运遗传,tt7784604
异形：契约,雷德利·斯科特,迈克尔·格林/约翰·洛根/杰克·帕格恩,迈克尔·法斯宾德/凯瑟琳·沃特斯顿/比利·克鲁德普/丹尼·麦克布莱德/德米安·比齐尔/卡门·艾乔戈/朱西·斯莫利特/考莉·埃尔南德斯/艾米·西米茨/纳撒尼尔·迪安/亚历山大·英格兰/本杰明·里格比/乌利·拉图基孚/泰丝·哈乌布里奇/罗蕾莱·金/哈维尔·博泰特/詹姆斯·弗兰科/盖·皮尔斯/劳米·拉佩斯,科幻/恐怖,美国,英语,2017-06-16(中国大陆)/2017-05-10(法国)/2017-05-19(美国),122分钟/116分钟(中国大陆),异形：圣约(港/台)/神奇异形在哪里(豆友译名)/已开：大勺(豆友译名)/异形：失乐园/普罗米修斯2/Prometheus2/Alien:ParadiseLost,tt2316204
小丑回魂,安德斯·穆斯切蒂,蔡斯·帕默/凯瑞·福永/加里·多伯曼/斯蒂芬·金,比尔·斯卡斯加德/杰登·马泰尔/杰里米·雷·泰勒/索菲娅·莉莉丝/菲恩·伍法德/乔森·雅各布/杰克·迪伦·格雷泽/瓦耶特·奥莱夫/杰克逊·罗伯特·斯科特/尼古拉斯·汉密尔顿/杰克·辛/洛根·汤普森/欧文·泰格/斯蒂夫·博加尔特/斯图尔特·休斯/杰弗里·庞塞特/皮普·德怀尔/莫莉·阿特金森/史蒂文·威廉姆斯/伊丽莎白·桑德斯/梅根·查彭提尔/安东尼·尤埃西/哈维尔·博泰特/伊莎贝尔·内利瑟/尼尔·克容,剧情/恐怖/儿童,美国/加拿大,英语,2017-08-29(伦敦恐怖电影节)/2017-09-08(美国),135分钟,它(台)/It:ChapterOne,tt1396484
憨豆特工3,大卫·科尔,尼尔·珀维斯/罗伯特·韦德,罗温·艾金森/本·米勒/欧嘉·柯瑞兰寇/杰克·莱西/艾玛·汤普森/米兰达·亨妮莎/亚当·詹姆斯/萨曼莎·罗素/大卫·穆梅尼/通恰伊·古奈什/梶冈润一/埃迪·奥康奈尔/尼克·欧文福特/马修·比尔德,喜剧/动作/冒险,法国/美国/英国,英语,2018-11-23(中国大陆)/2018-10-05(英国)/2018-10-26(美国),89分钟,凸槌特派员3(台)/特务戆J：神级归位(港)/憨豆特工再出击/JohnnyEnglish3,tt6921996
气球,米夏埃尔·赫尔比希,基·霍普金斯/蒂洛·罗斯切森/米夏埃尔·赫尔比希,弗莱德里奇·穆克/卡罗利妮·舒赫/大卫·克劳斯/艾丽西娅·冯·里特贝格/托马斯·克莱舒曼/乔纳斯·霍登里德尔/蒂尔曼·多布勒/克里斯蒂安·纳斯/罗纳德·库克利斯/塞巴斯蒂安·胡克/乌尔里奇·布兰德霍夫/柏恩德·麦克·莱德/凯·伊沃·保利兹/贝恩德·斯特格曼/安婕·特拉乌,剧情/惊悚/历史,德国,德语/英语,2018-09-27(德国),125分钟,奇迹热气球(台)/DerBallon,tt7125774
勇敢者游戏：决战丛林,杰克·卡斯丹,克里斯·麦克纳/埃里克·萨默斯/斯科特·罗森伯格/杰夫·皮克纳/克里斯·范·奥斯伯格,道恩·强森/凯文·哈特/杰克·布莱克/凯伦·吉兰/尼克·乔纳斯/瑞斯·达比/鲍比·坎纳瓦尔/亚历克斯·沃尔夫/瑟达吕斯·布兰/麦迪森·伊瑟曼/摩根·特纳/梅森·古乔内/马克·埃文·杰克逊/玛琳·辛科/特雷西·邦纳/玛莉贝丝·梦露/米西·派勒/杰米·雷内尔/卡尔利斯·布克/罗翰·昌德/科林·汉克斯,动作/奇幻/冒险,美国,英语,2018-01-12(中国大陆)/2017-12-20(美国),119分钟,野蛮游戏：疯狂丛林(台)/逃出魔幻纪：丛林挑机(港)/新勇敢者的游戏/勇敢者的游戏,tt2283362
华盛顿邮报,史蒂文·斯皮尔伯格,丽兹·汉娜/乔希·辛格,梅丽尔·斯特里普/汤姆·汉克斯/莎拉·保罗森/鲍勃·奥登科克/崔西·莱茨/布莱德利·惠特福德/布鲁斯·格林伍德/马修·瑞斯/爱丽森·布里/凯莉·库恩/杰西·普莱蒙/大卫·克罗斯/扎克·伍兹/帕特·希利/约翰·鲁/里克·霍姆斯/菲利普·卡斯诺夫/杰茜·缪勒/斯塔克·桑德斯/迈克尔·西里尔·克赖顿/威尔·丹顿/迪尔德丽·罗夫乔/迈克尔·斯图巴,剧情/惊悚/传记/历史,美国/英国,英语,2017-12-22(美国点映)/2018-01-12(美国),116分钟,邮报：密战(台)/战云密报(港)/邮报/ThePapers,tt6294822
骡子,克林特·伊斯特伍德,尼克·申克,克林特·伊斯特伍德/PatrickL.Reyes/CesarDeLeón/GustavoMuñoz/JackiePrucha/理查德·赫德/AdamDrescher/ChristiMcClintock/KeithFlippen/艾莉森·伊斯特伍德/黛安·韦斯特/乔·奈泽维奇/泰莎·法米加/维克多·罗塞克/罗伯特·拉萨多/劳伦斯·菲什伯恩/布莱德利·库珀/迈克尔·佩纳/尤金·科德罗/诺尔·古格雷米/安迪·加西亚/小克利夫顿·克林斯/丹尼尔·蒙卡达/伊格纳西奥·塞利齐奥/保罗·阿拉约/卡里姆·J.格里梅斯/迭戈·卡塔诺/迪伦·库斯曼/皮特·布里斯/劳恩·迪恩/曼尼·蒙塔纳/洛博·塞巴斯蒂安/泰丝·马里斯·金凯德/贝琪·阿尔特林格/蒂莫西·卡尔/吉尔·弗林特/凯蒂·吉尔/杰伦·戈登/杰伊·古铁雷斯/塞西尔·M·亨利/雷·埃尔南德斯/肖恩·麦克米伦/德文·奥格登/帕蒂·舍尔哈斯,剧情/悬疑/惊悚/犯罪,美国,英语,2018-12-14(美国),116分钟,毒行侠(港)/赌命运转手(台)/走私运毒者,tt7959026
