电影,导演,编剧,主演,类型,制片国家/地区,语言,上映日期,片长,又名,IMDb链接
杀手的祷告,乔纳森·莫斯托,约翰·布兰卡托/迈克尔·费里斯/凯文·威格纳尔,萨姆·沃辛顿/奥德娅·拉什/艾伦·里奇/马丁·康普斯顿/薇洛妮卡·恩切圭/艾米·兰德克/卡蒂亚·博科尔/迪恩·S·贾格尔/萨米拉·罗克/山姆·库林沃思/克劳迪娅·特鲁希略/玛丽亚·李·梅耶丁汉姆/埃琳娜·桑兹/詹姆斯·科斯塔斯/理查德·道格拉斯/马特罗·鲁菲诺,动作/惊悚,美国/西班牙/德国,英语/德语/法语,2017-05-10(美国),91分钟,刺客的祷文,tt2674358
末日重启,提姆·斯密特,查理·科丁歌/奥米德·诺辛,丹·史蒂文斯/贝纳尼丝·玛尔洛/麦克·鲁斯/巴斯·凯杰泽/泰格·格南德特/吉斯·舒尔腾·范·艾查特/查丽蒂·维克菲尔德/卡斯帕·范·格里森/麦克·利伯农,动作/科幻,荷兰/德国/美国,英语,2017-12-01(中国大陆)/2017-05-17(菲律宾)/2017-06-16(美国),91分钟,杀戮开关(台)/Redivider,tt5464234
怒战狂心,IvanShurkhovetskiy/贾尼克·法伊济耶夫,DmitriyPaltsev/DmitriyRaevskiy,IlyaMalakov/PolinaChernyshova/亚历山大·伊林/AleksandrTsoy/YuliyaKhlynina,动作/历史/战争/冒险,俄罗斯,俄语,2017-11-30(俄罗斯)/2017(美国),120分钟,怒战天下(台)/Furious/LegendofKolovrat/ЛегендаоКоловрате/LegendaoKolovrate/科洛夫拉特传奇,tt6054874
首杀,史蒂芬·C·米勒,尼克·戈登,布鲁斯·威利斯/海登·克里斯滕森/泰·谢尔顿/梅根·伦纳德/格辛·安东尼/威廉·德莫奥/德布·G·格德勒/泰勒·乔恩·奥尔森/谢伊·巴克纳/玛吉·阿维拉/克里斯汀·岱伊,动作/惊悚,美国,英语,2017-07-21(美国),97分钟,第一枪/第一杀/赎金猎杀(港),tt5884234
文豪野犬 Dead Apple,五十岚卓哉,榎户洋司/朝雾卡夫卡,上村祐翔/宫野真守/小野贤章/谷山纪章/诸星堇/细谷佳正/神谷浩史/丰永利行/花仓洸幸/岛村侑/小见川千明/小山力也/宫本充/雨宫天/诹访部顺一/福山润/石田彰/中井和哉/高桥李依/手冢弘道/中村千绘/中博史/坂本真绫,动作/动画,日本,日语,2018-03-03(日本),90分钟,文豪ストレイドッグスデッドアップル/文豪野犬剧场版,tt8391976
搏击之王：反击,迪米特里·洛戈塞蒂斯,迪米特里·洛戈塞蒂斯/吉姆·麦格拉思,阿兰·莫西/克里斯多弗·兰伯特/尚格·云顿/迈克·泰森/莎拉·玛卢库·莱恩/哈弗波·朱利尔斯·比昂森/山姆·麦地那/史蒂文·斯沃德林/迈尔斯·斯托曼/湛琪清/马克西姆·萨瓦瑞亚/万德雷·席尔瓦/弗兰克·埃德加/伦佐·格雷西/雷纳托·索布拉尔/墨里西欧·鲁阿/杰姆斯·班尼特/罗纳尔迪尼奥,剧情/动作,美国,英语,2018-01-26(美国),110分钟,,tt5208950
JOJO的奇妙冒险：不灭钻石 第一章,三池崇史,荒木飞吕彦/江良至,山崎贤人/神木隆之介/小松菜奈/冈田将生/新田真剑佑/山田孝之/伊势谷友介/观月亚理莎/国村隼,动作/奇幻/冒险,日本,日语,2017-08-04(日本),119分钟,JOJO的冒险奇遇,tt6105880
物怪,许宗昊,,金明民/金仁权/李惠利/崔宇植/朴圣雄/朴熙顺/李璟荣/李度京/李圭福/李受美/金重熙/韩素英/金刚日/洪智允,动作/奇幻,韩国,韩语,2018-09-12(韩国),105分钟,恶兽(港)/水怪/灼鼠之变：物怪的袭击/작서의변:물괴의습격/Monstrum,tt4374286
法外之王,大卫·马肯兹,巴斯肖巴·多伦/大卫·马肯兹/詹姆斯·麦金尼斯/大卫·哈罗尔/马克·鲍姆贝克,克里斯·派恩/斯蒂芬·迪兰/亚伦·泰勒-约翰逊/丽贝卡·罗宾/比利·豪尔/萨姆·斯普卢尔/乔纳森·菲利普斯/邓肯·拉克鲁瓦/卡兰·马尔韦/史蒂芬·克里/托尼·库兰/詹姆斯·卡沙莫/阿拉斯塔尔·麦肯泽/洛娜·麦克法迪/弗洛伦斯·皮尤,剧情/动作/传记/历史,英国,英语,2018-09-06(多伦多电影节)/2018-11-09(美国),121分钟,逃犯国王(港)/不法国王(台)/无法之王,tt6679794
超速驾驶,安东尼奥·奈格列,迈克尔·布拉德特/德里克·哈斯,斯科特·伊斯特伍德/弗莱迪·索普/安娜·德·阿玛斯/盖亚·维斯/西蒙·阿布卡瑞安/克雷蒙斯·施伊克/亚伯拉罕·布拉甲/安娜斯·莫诺里/茂萨·马斯克里,动作/惊悚,法国/比利时/美国,英语/法语/德语,2017-06-15(斯洛文尼亚)/2017-10-06(美国),93分钟,盗速飞车(台)/非常速盗(港),tt1935194
加尔维斯顿,梅拉尼·罗兰,尼克·皮佐拉托,艾丽·范宁/丽丽·莱因哈特/本·福斯特/玛利亚·瓦沃德/博·布里奇斯/罗伯特·阿拉马约/阿德普波·奥杜耶/婷斯莉·普莱斯/安妮斯顿·普莱斯/克里斯托弗·阿米特拉诺/贾迈尔·钱伯斯/海蒂·莱万多夫斯基/迈克尔·雷·伊斯卡米拉/杰弗里·格罗弗/罗伯特·马丁·施泰因贝格/布伦特·莫雷尔·加斯金斯/约翰·阿彻尔·朗格伦,动作/惊悚/犯罪,美国,英语,2018-03-10(西南偏南电影节)/2018-10-19(美国),91分钟,,tt2315596
钢之炼金术师,曾利文彦,曾利文彦/宮本武史/荒川弘,山田凉介/本田翼/藤冈靛/佐藤隆太/大泉洋/松雪泰子/本乡奏多/莲佛美沙子/内山信二/石丸谦二郎/小日向文世/国村隼/夏菜,动作,日本,日语,2017-10-25(东京电影节)/2017-12-01(日本),134分钟,钢之炼金术师真人版/FullmetalAlchemist,tt5607028
生化危机：复仇,辻本贵则,深见真/乔·麦克林,艾琳·卡希尔/达林·德·保罗/布莱恩·T·德莱尼/约翰·德米塔/凯文·多曼/杰森·范特/阿里夫·S·金成/玛丽·伊丽莎白·麦格林/马修·默瑟/托尼·奥立佛/阿尼·潘托哈/亚历山大·博林斯基/凯伦·斯特拉斯曼,动作/动画/恐怖/冒险,日本,英语/日语,2017-05-27(日本),97分钟,生化危机：血仇杀戮(港)/恶灵古堡：血仇(台)/ResidentEvil:Vendetta/BiohazardVendetta,tt5776208
死亡飞车4：混乱之上,唐·迈克尔·保罗,保罗·安德森/托尼·基格里奥/唐·迈克尔·保罗,扎克·麦克格温/弗雷德里克·凯勒/克里斯汀·马扎诺/张茵/凯西·克莱尔/露西·阿登/丹尼·特雷霍/丹尼·格洛弗/洛丽娜·卡姆布罗瓦/尼古拉斯·阿隆/维利斯拉夫·帕夫洛夫/卡梅伦·杰克/朱利安·西格尔,动作,美国,英语,2018-01-30(美国),111分钟,死亡飞车4,tt3807900
解码游戏,李海龙,苏亮/虞俏/李敏/刘迟,韩庚/凤小岳/李媛/山下智久/廖启智/迈克尔·帕帕约翰,喜剧/动作/犯罪,中国大陆/香港/美国,汉语普通话,2018-08-03(中国大陆),99分钟,解码者/Reborn,tt4902266
最后得分,斯科特·曼,乔纳森·弗兰克/戴维·T·林奇/基思·林奇,戴夫·巴蒂斯塔/皮尔斯·布鲁斯南/雷·史蒂文森/马丁·福特/卡米尔·雷米泽斯基/亚历桑德拉·迪努/拉尔夫·布朗/露西·加丝凯/戈登·亚历山大/阿隆·麦克卡斯克/贝恩·科拉科/阿米特·沙阿/拉腊·皮克/丹尼尔·厄根/杰奎琳·拉姆娜莱恩/弗兰·塔格/比尔·费洛斯/保罗·布莱克维尔/黛博拉·洛克/张智霖/李·尼古拉斯·哈里斯/PeterPedrero/李·查尔斯/马克·普雷斯顿/亚当·普里克特/齐维尔·马蒂基恩/博格纳·F·马丁/乔蕾·科斯/克莱尔·阿什顿/多莉·贾迪欧,动作,英国,英语,2018-09-07(英国),104分钟,,tt5254610
海滩游侠,赛斯·戈登,迈克尔·伯克/道格拉斯·施瓦兹/格雷戈里·J·博纳/杰·舒瑞克/大卫·隆恩/托马斯·列农/罗伯特·本·加兰特/达米安·香农/马克·斯威夫特,道恩·强森/扎克·埃夫隆/佩丽冉卡·曹帕拉/亚历珊德拉·达达里奥/凯莉·罗尔巴赫/伊芬什·哈德拉/乔恩·巴斯/叶海亚·阿卜杜勒-迈丁/汉尼拔·布勒斯/罗布·许贝尔/阿明·约瑟夫/杰克·凯西/奥斯卡·努内斯/大卫·哈塞尔霍夫/帕米拉·安德森/贝琳达,喜剧/动作,美国,英语,2017-05-12(台湾)/2017-05-25(美国),116分钟/121分钟(加长版),海滩救护队(台)/沙滩拯救队(港)/护滩使者/生死海滩,tt1469304
中国推销员,檀冰,檀冰,李东学/安妮克·阿斯克渥德/迈克·泰森/李艾/史蒂文·席格/王自健/克罗维斯·弗昂/艾瑞克·艾伯纳尼,剧情/动作/战争,中国大陆,汉语普通话/英语,2017-06-16(中国大陆)/2019-01-09(中国大陆重映),110分钟,ChinaSalesman,tt6015706
美国刺客,迈克尔·科斯塔,史蒂芬·希夫/迈克尔·芬奇/爱德华·兹威克/马歇尔·赫斯科维兹/文斯·弗林,迪伦·奥布莱恩/迈克尔·基顿/泰勒·克奇/桑娜·莱瑟/希娃·尼加/斯科特·阿金斯/特雷弗·怀特/穆罕默德·巴克里/夏洛特·维嘉/巴斯特·雷维斯/杰夫·戴维斯/大卫·苏切/迈克尔·怀德曼/纳维德·内加班/悉德妮·怀特/阿拉·萨菲,动作/惊悚,美国/香港,英语/意大利语/阿拉伯语/波兰语/土耳其语/波斯语,2017-09-15(美国),111分钟,美国特工(港),tt1961175
绝世高手,卢正雨,卢正雨/赵英俊/冷旭阳/果晓丹,卢正雨/郭采洁/范伟/蔡国庆/陈冲/仓田保昭/孔连顺/黄龄/杨迪/柯达/艾伦/赵英俊/魏翔/汪聪/何蓝逗,喜剧/动作,中国大陆,汉语普通话,2017-07-07(中国大陆)/2017-06-22(上海电影节),116分钟,绝世高手之料理铁人/TheOne,tt7121588
罗宾汉：起源,奥图·巴瑟赫斯特,本·钱德勒/戴维·詹姆斯·凯利,塔伦·埃格顿/杰米·福克斯/本·门德尔森/伊芙·休森/詹米·多南/蒂姆·明钦/保罗·安德森/F·默里·亚伯拉罕/斯考特·格瑞南/拉腊·罗西/布乔恩·本辛森/亚森·阿图/乔什·赫德曼/拉斯洛·阿隆/罗德里克·希尔/赖云/埃文特·斯特朗,动作/冒险,美国,英语,2019(中国大陆)/2018-11-21(美国),116分钟,罗宾汉/罗宾汉崛起(台)/箭神·第一战(港)/RobinHood:Origins,tt4532826
T-34坦克,阿列克赛·西多洛夫,阿列克赛·西多洛夫,亚历山大·佩特罗夫/文森兹·凯弗/维克多·多勃朗拉沃夫/伊琳娜·斯达申鲍姆/谢苗·特列斯库诺夫/尤利斯·鲍里索夫/阿尔焦姆·贝斯特罗夫/约书亚·格罗斯/伊格·克里普诺夫/彼得·斯科沃尔佐夫,动作/历史/战争,俄罗斯,俄语,2018-12-27(俄罗斯),139分钟,,tt8820590
忍之国,中村义洋,和田龙,大野智/石原里美/铃木亮平/知念侑李/槙田雄司/平祐奈/满岛真之介/绪方义博/古关安广/立川谈春/国村隼/伊势谷友介,喜剧/动作/战争,日本,日语,2017-06-21(上海电影节)/2017-07-01(日本),125分钟,忍者之国,tt5769414
龙之战,高峰,邢原平/陈文贵,刘佩琦/曹云金/罗昱焜/李子雄,动作/历史/战争,中国大陆,汉语普通话/法语,2017-08-04(中国大陆),112分钟,TheWarofLoong,tt7345928
境·界,佐藤信介,羽原大介/佐藤信介/久保带人,福士苍汰/杉咲花/吉泽亮/真野惠里菜/小柳友/田边诚一/早乙女太一/石原贵雅/长泽雅美/江口洋介,动作/奇幻/冒险,日本,日语,2019-04-19(中国大陆)/2018-07-20(日本),108分钟,境界/死神真人版/Bleach,tt5979872
亚人 真人版,本广克行,濑古浩司/山浦雅大/樱井画门,佐藤健/玉山铁二/城田优/千叶雄大/川荣李奈/山田裕贵/滨边美波/品川祐/吉行和子/绫野刚/铃村健一/宫野真守/永冈佑,剧情/动作/奇幻,日本,日语,2017-09-30(日本),109分钟,,tt6215712
极恶非道3,北野武,北野武,北野武/西田敏行/大森南朋/泷正则/松重丰/大杉涟/盐见三省/白龙/名高达男/光石研/原田泰造/池内博之/津田宽治/金田时男/中村育二/岸部一德,动作/犯罪,日本,日语/韩语/英语,2017-09-09(威尼斯电影节)/2017-10-07(日本),104分钟,极恶非道3：最终章/极恶非道最终章(台)/全员恶人最终章(港)/アウトレイジ3/Outrage:FinalChapter,tt6293042
自杀小队：严厉惩罚,刘山姆,艾伦·伯内特,克里斯蒂安·史莱特/凡妮莎·威廉斯/比利·布朗/克里斯汀·鲍尔/吉迪恩·埃默里/连姆·麦肯泰尔/塔拉·斯特朗/大卫·博特/特雷弗·德瓦/戴夫·芬诺伊/格雷戈·格伦伯格/C·托马斯·豪威尔/茜丝·琼斯/娜塔莉·兰德/马修·默瑟/朱莉·内桑森/吉姆·皮里/丹妮亚·拉米雷兹/詹姆斯·乌尔班尼亚克,动作/动画,美国,英语,2018-04-10(美国),86分钟,自杀小队：惨痛代价,tt7167602
的士速递5,弗兰克·盖思堂彼得,弗兰克·盖思堂彼得/斯特凡纳·卡赞吉安/吕克·贝松,弗兰克·盖思堂彼得/马利克·班泽拉/伯纳尔·法西/萨尔瓦托雷·埃斯波西托/萨巴纳·奥扎尼/爱德华·蒙多特/朗齐·贝迪亚/茂萨·马斯克里/夏洛特·加布里斯,喜剧/动作/犯罪,法国,法语/意大利语,2018-08-03(中国大陆)/2018-04-11(法国),100分钟(中国大陆)/102分钟,终极杀阵5(台)/出租车5,tt7238392
24小时：末路重生,布莱恩·斯莫兹,扎克·迪恩/吉姆·麦克莱恩/罗恩·米塔,伊桑·霍克/许晴/保罗·安德森/鲁特格尔·哈尔/利亚姆·坎宁安/娜塔莉·博尔特/坦娅·范·格拉恩/哈基姆·凯-卡西姆/珍娜·厄普顿/艾丹·怀托克/蒂龙·基奥/杰瑞米·杨/苏珊·玲·杨/理查德·洛锡安/比约恩·施泰因巴赫/布兰登·默雷/安德鲁·莫尔加多/杰森·梅德/加里·格鲁森/亚历克斯·安洛斯/谢恩·约翰·克鲁格,动作/科幻/惊悚/犯罪,美国/中国大陆/南非,英语/汉语普通话,2018-01-26(中国大陆)/2017-10-26(奥斯汀电影节),93分钟,24小时生存/一日求生/只活24小时,tt5442456
古剑奇谭之流月昭明,雷尼·哈林,谭广源/黄慧惠,王力宏/宋茜/高以翔/高圣远/吴千语/张智霖/柳岩/李媛/伍嘉成/那威/纪焕博,动作/奇幻/古装,中国大陆,汉语普通话,2018-10-01(中国大陆),105分钟,古剑奇谭电影版/LegendoftheAncientSword,tt5806792
憨豆特工3,大卫·科尔,尼尔·珀维斯/罗伯特·韦德,罗温·艾金森/本·米勒/欧嘉·柯瑞兰寇/杰克·莱西/艾玛·汤普森/米兰达·亨妮莎/亚当·詹姆斯/萨曼莎·罗素/大卫·穆梅尼/通恰伊·古奈什/梶冈润一/埃迪·奥康奈尔/尼克·欧文福特/马修·比尔德,喜剧/动作/冒险,法国/美国/英国,英语,2018-11-23(中国大陆)/2018-10-05(英国)/2018-10-26(美国),89分钟,凸槌特派员3(台)/特务戆J：神级归位(港)/憨豆特工再出击/JohnnyEnglish3,tt6921996
深海越狱,帕夏·帕特里基,查德·洛/泰勒·科尼,尚格·云顿/杜夫·龙格尔/杰思敏·沃兹/帕特里克·基尔帕特里克/阿尔·萨皮恩扎/克里斯·云顿/兰斯·E·尼克尔斯/亚历山大·维舍尔鲍默/考特尼·B·特克/卡塔尔·彭德莱/马克·希曼/伊恩·奈尔斯/约翰·波西/亚伦·奥康奈尔/杰姆斯·班尼特/瓦内萨·莫达/汤姆·德努奇/唐迪·塔格韦尔,动作/冒险,美国,英语,2018-06-08(中国大陆)/2018-05-25(德国),105分钟/104分钟(中国大陆),黑水,tt5622412
铁血战士,沙恩·布莱克,弗莱德·戴克尔/沙恩·布莱克/吉姆·托马斯/约翰·托马斯,波伊德·霍布鲁克/崔凡特·罗兹/雅各布·特伦布莱/科甘-迈克尔·凯/奥立薇娅·玛恩/斯特林·K·布朗/托马斯·简/阿尔菲·艾伦/奥古斯托·阿奎莱拉/杰克·布塞/伊冯娜·斯特拉霍夫斯基/布赖恩·A·普林斯/麦克·多普德/尼尔迈特/加里·切克/艾米·阿内克/弗雷泽·艾奇逊/简·波斯/洛奇林·莫罗/叶芳华/里斯·威廉姆斯/萨奇·布洛克勒班克/肖恩·O.罗伯茨/柯林·科里根/帕特里克·萨邦圭/弗雷泽·科比特/阿隆·克拉文/安德鲁·詹金斯,动作/科幻/惊悚/冒险,美国/加拿大,英语/西班牙语,2018-10-26(中国大陆)/2018-09-07(多伦多电影节)/2018-09-14(美国),107分钟/106分钟(中国大陆),铁血战士新续集/终极战士：掠夺者(台)/铁血战士：血兽进化(港)/铁血战士4/Predator4,tt3829266
嗜人之夜,提莫·塔哈亚托,提莫·塔哈亚托,乔·塔斯利姆/伊科·乌艾斯/朱莉·埃斯特尔/冯推守/扎克·李/斯莱法·达尼什/耶皮·喀什南达/汉娜·阿尔·拉希德,动作,印度尼西亚,印度尼西亚语/英语/汉语普通话/法语,2018-09-23(奥斯汀幻想电影节)/2018-10-19(美国),121分钟,黑夜降临/噬人之夜/夜幕降临/我们的夜晚来临,tt6116856
角头2：王者再起,颜正国,,王识贤/高捷/郑人硕/邹兆龙/唐振刚/黄尚禾/张再兴/吴震亚/黄腾浩/狄莺/曾珮瑜/李依瑾/许维恩,剧情/动作/犯罪,台湾,汉语普通话/闽南语,2018-02-15(台湾),127分钟,Gatao2:RiseoftheKing,tt8324576
极限职业,李炳宪,裴世英,柳承龙/李东辉/李荷妮/陈善圭/申河均,喜剧/动作/犯罪,韩国,韩语,2019-01-23(韩国),111分钟,炸鸡特攻队(港)/鸡不可失(台)/极端职业/极限行业/ExtremeJob,tt9541602
军舰岛,柳昇完,柳昇完/申庆一,黄政民/苏志燮/宋仲基/李贞贤/李璟荣/金秀安/尹敬浩/白承哲/姜成澈/金仁宇/朴野性/郑满植/朴正范/金敏载,剧情/动作/历史,韩国,韩语,2017-07-26(韩国),132分钟/150分钟（导演版）,BattleshipIsland,tt5969696
狂兽,李子俊,李春晖,张晋/余文乐/文咏珊/吴樾/林家栋/太保/苏丽珊/曾国祥/灰熊/郑紫平/仓田保昭,剧情/动作/犯罪,香港/中国大陆,汉语普通话/粤语,2017-11-10(中国大陆),100分钟,TheBrink,tt7223050
毒战,李海暎,郑瑞景/李海暎,赵震雄/柳俊烈/金柱赫/金成铃/朴海俊/车胜元/郑家蓝/南文哲/徐贤宇/姜承贤/京熙妍/金东英/李周英/琴赛璐/郑钟宇/权度云,动作/犯罪,韩国,韩语,2018-05-22(韩国),123分钟/131分钟(加长版),毒战韩国版/毒战寒流(港)/信徒(台)/Believer/DrugWar,tt7095654
心理罪之城市之光,徐纪周,徐纪周/雷米,邓超/阮经天/刘诗诗/文淇/林嘉欣/郭京飞/马苏,动作/悬疑/犯罪,中国大陆/香港,汉语普通话,2017-12-22(中国大陆),124分钟,心理罪·城市之光/城市之光/缉凶者/TheLiquidator,tt7286908
心理罪,谢东燊,顾小白/李昭/曹晨/雷米,廖凡/李易峰/万茜/李纯/张国柱/谢君豪/封佳奇/蔡鹭/虞朗/范湉湉/易扬,动作/悬疑/犯罪,中国大陆,汉语普通话,2017-08-11(中国大陆),110分钟,心理罪大电影/GuiltyofMind,tt7232860
虎胆追凶,伊莱·罗斯,乔·卡纳汉/布赖恩·加菲尔德/温德尔·梅斯,布鲁斯·威利斯/文森特·多诺费奥/伊丽莎白·苏/迪恩·诺里斯/博·纳普/金伯莉·伊丽丝/卡米拉·莫罗/兰·卡琉/杰克·凯西/罗尼·吉恩·贝尔维斯/可比·毕丝·布兰顿/安德里亚斯·艾波吉斯/伊恩·马休斯/温迪·古逊/瓦罗娜·塞茨瓦埃洛/路易斯·奥利瓦/杰森·卡弗利尔/夸西·宋桂,动作/惊悚/犯罪,美国,英语,2018-09-21(中国大陆)/2018-03-02(美国),97分钟(中国)/107分钟,猛龙怪客,tt1137450
22英里,彼得·博格,利·卡彭特/格雷厄姆·罗兰,马克·沃尔伯格/劳伦·科汉/伊科·乌艾斯/约翰·马尔科维奇/龙达·鲁西/卡尔洛·阿尔班/娜塔莎·古布斯卡亚/李彩麟/山姆·麦地那/基思·阿瑟·鲍顿/比利·史密斯/米凯·霍姆斯/艾米莉·斯凯格斯/特里·金尼/普娜·贾甘纳坦/彼得·博格/埃尔·格雷厄姆/尼古拉·尼克拉斐/大卫·加雷利克/肖恩·艾弗里/特雷弗·格雷茨基/里奇·拉瑟福德/亚历山德拉·维诺/约翰·盖蒂尔/萨姆·鲁克/迈克尔·皮耶里诺·米勒/巴拉克·奥巴马/里克·佩雷斯/帕蒂·舍尔哈斯/唐纳德·特朗普/瑞文·韦恩,动作/犯罪/冒险,美国,英语/俄语/印度尼西亚语,2018-08-17(美国),94分钟,拳力逃脱(台)/绝地22哩(港),tt4560436
星球大战8：最后的绝地武士,莱恩·约翰逊,莱恩·约翰逊/乔治·卢卡斯,马克·哈米尔/凯丽·费雪/黛西·雷德利/亚当·德赖弗/约翰·博耶加/奥斯卡·伊萨克/安迪·瑟金斯/露皮塔·尼永奥/多姆纳尔·格里森/安东尼·丹尼尔斯/格温多兰·克里斯蒂/凯莉·玛丽·陈/劳拉·邓恩/本尼西奥·德尔·托罗/弗兰克·奥兹/比莉·洛德/阿曼达·劳伦斯/吉米·维/贾斯汀·塞洛克斯/蒂姆·罗斯/汤姆·凯恩/亚德里安·埃德蒙松/马克·路易斯·琼斯/赫敏·科菲尔德/吴青芸/诺阿·西甘/保罗·卡塞/米凯拉·科尔/普莉安卡·伯福德/纳温·乔杜里/安德鲁·杰克/克里斯塔·克拉克/伊川东吾,动作/科幻/冒险,美国,英语,2018-01-05(中国大陆)/2017-12-15(美国),152分钟,星球大战：最后绝地武士(港)/星球大战8/星战8/StarWars:EpisodeVIII,tt2527336
空天猎,李晨,李晨/张力/刘毅/高岩/褚翔宇,李晨/范冰冰/王千源/李佳航/赵达/李晨浩/郭洺宇/叶浏/陆思宇/托马尔·奥兹/吴秀波/邓超/王学圻,剧情/动作/战争,中国大陆,汉语普通话,2017-09-29(中国大陆),115分钟,霸天狼/SkyHunter,tt6908536
黄金兄弟,钱嘉乐,金东圭/郭建乐/李敏/麦曦茵/陈淑贤/张之彦,郑伊健/陈小春/谢天华/钱嘉乐/林晓峰/曾志伟/佘诗曼/张雅玫/吴永伦,动作/犯罪,中国大陆,粤语/汉语普通话,2018-09-21(中国大陆)/2018-09-20(香港),99分钟,黄金七十二小时/新古惑仔/新版古惑仔/GoldenJob,tt7521990
正义联盟,扎克·施奈德,扎克·施奈德/克里斯·特里奥/乔斯·韦登/比尔·芬格/鲍勃·凯恩/乔·舒斯特/杰里·西格尔/威廉·马斯顿,本·阿弗莱克/亨利·卡维尔/盖尔·加朵/埃兹拉·米勒/杰森·莫玛/雷·费舍尔/杰瑞米·艾恩斯/艾米·亚当斯/戴安·琳恩/康妮·尼尔森/J·K·西蒙斯/塞伦·希德/艾梅柏·希尔德/乔·莫顿/丽莎·洛文·孔斯利/大卫·休里斯/迈克尔·麦克埃尔哈顿/理查德·克里弗特/英格瓦·埃盖特·西古德松/比利·克鲁德普/赛吉·康斯坦斯/乔·曼根尼罗/杰西·艾森伯格,动作/科幻/奇幻/冒险,美国,英语/冰岛语/俄语,2017-11-17(美国/中国大陆),120分钟,TheJusticeLeaguePartOne/JusticeLeagueMortal/JusticeLeagueofAmerica,tt0974015
机器之血,张立嘉,张立嘉/崔斯韦/夏侯云姗,成龙/罗志祥/欧阳娜娜/夏侯云姗/卡兰·马尔韦/泰丝·哈乌布里奇/吉娜·卡拉诺,剧情/动作/科幻,中国大陆,汉语普通话,2017-12-22(中国大陆),110分钟,BleedingSteel,tt5813366
“大”人物,五百,胡蓉蓉/杨苗/郭子圣,王千源/包贝尔/王迅/王砚辉/屈菁菁/周游/韩烨洲/盖玥希/刘敏涛/梅婷/潘粤明/乔振宇/景岗山/杜源/高捷/寇占文/刘天佐/马浴柯/霍青/邢瀚卿/李蓓蕾/万沛鑫/张皓然/谢孟伟/姜寒/肖涵/吕晓霖/马京京/黎宇航/成方旭/王子清/王昱涵/王昱淇/郭紫铭/要武/滕根/张奥,动作/犯罪,中国大陆,汉语普通话,2019-01-10(中国大陆),107分钟,大人物/中国版老手/BigMatch/Mr.Big/TheHotHead/TheBigShot,tt9596638
古墓丽影：源起之战,罗阿尔·乌索格,吉内瓦·德沃莱特-罗宾森/阿拉斯泰尔·西登斯/埃文·达赫迪,艾丽西亚·维坎德/多米尼克·威斯特/沃尔顿·戈金斯/吴彦祖/克里斯汀·斯科特·托马斯/汉娜·乔恩-卡门/尼克·弗罗斯特/德里克·雅各比/安东尼奥·阿克儿/亚历山大·维尧姆/杰美·温斯顿/迈克尔·奥拜奥拉/艾米丽·凯里/肯尼思·霍,动作/冒险,美国,英语,2018-03-16(美国/中国大陆),118分钟,盗墓者罗拉(港)/古墓奇兵(台)/新古墓丽影,tt1365519
环太平洋：雷霆再起,斯蒂文·S·迪奈特,斯蒂文·S·迪奈特/艾米丽·卡迈克尔/吉拉·斯奈德/T·S·诺林/特拉维斯·比彻姆,约翰·博耶加/斯科特·伊斯特伍德/卡莉·史派妮/景甜/查理·戴/伯恩·戈曼/张晋/亚德里亚·霍纳/菊地凛子/卡兰·布拉尔/黄恺杰/伊万娜·萨赫诺/新田真剑佑/吉丽/雪莉·罗德里格斯/拉哈特·亚当斯/列维·米登/达斯汀·克莱尔/陈梓童/于小伟/钱泳辰/郭家铭/蓝盈莹/金桢勋/菊池润美/丹尼尔·弗雷里格尔/齐柏林·汉密尔顿/尼克·塔拉贝/布里德基·萨蒂纳/小蒂姆·约翰逊/玛德琳·麦格劳/乔什·斯坦伯/斯蒂芬妮·阿琳/卢克·朱迪,动作/科幻/冒险,美国/中国大陆,英语/汉语普通话,2018-03-23(美国/中国大陆),111分钟,环太平洋2/环太平洋2：雷霆再起/环太平洋2：起义时刻(台)/悍战太平洋2：起义时空(港)/环太平洋2：崛起/环太平洋2：漩涡/PacificRim:Maelstrom/PacificRim2,tt2557478
无双,庄文强,庄文强,周润发/郭富城/张静初/冯文娟/廖启智/周家怡/王耀庆/方中信/高捷/邢佳栋/张松枝/张建声/吴嘉龙/孙佳君,剧情/动作/悬疑/犯罪,中国大陆/香港,汉语普通话/粤语/英语/泰语/波兰语,2018-09-30(中国大陆)/2018-10-04(香港),130分钟,ProjectGutenberg/Moseung,tt7183578
