电影,导演,编剧,主演,类型,制片国家/地区,语言,上映日期,片长,又名,IMDb链接
前任3：再见前任,田羽生,田羽生/游非/大宽/大广,韩庚/郑恺/于文文/曾梦雪/罗米,喜剧/爱情,中国大陆,汉语普通话,2017-12-29(中国大陆),120分钟,前任3/前任攻略3/前任3：颜值大作战/TheEx-File:TheReturnoftheExes,tt7830888
祖宗十九代,郭德纲,郭德纲/陈璧瑜,岳云鹏/吴京/吴秀波/井柏然/林志玲/王宝强/大鹏/吴君如/李晨/杜淳/郑恺/欧弟/张国立/贾乃亮/张俪/马苏/萧敬腾/汪东城/于谦/黄磊/吴樾/孙艺洲/贾玲/谢依霖/孟非/郭麒麟/谢楠/王小利/张晨光/刘蓓/孙越,喜剧/奇幻,中国大陆,汉语普通话,2018-02-16(中国大陆),95分钟,TheFacesofMyGene,tt8443556
十万个冷笑话2,卢恒宇/李姝洁,卢恒宇/李姝洁/寒舞/隋佳林/高信影/赵聪,山新/郝祥海/李姝洁/藤新/图特哈蒙/李佳怡/佟心竹/九孔/卢恒宇/宝木中阳,喜剧/动画/奇幻,中国大陆,汉语普通话,2017-08-18(中国大陆),101分钟,十冷2/OneHundredThousandBadJokesII,tt7490280
李茶的姑妈,吴昱翰,钱晨光/吴瑾蓉,黄才伦/艾伦/宋阳/卢靖姗/沈腾/韩彦博/陈冰/张镨冉/王宇/赵雪/常远/王成思/张琛/魏玮/陶亮/朱微玮/芦莹/李海银/何子君/高海宝/刘坤/钱晨光/乌日塔/杨洁/向斐/何孟卓/王野苓/喜子/张琳,喜剧,中国大陆,汉语普通话,2018-09-30(中国大陆),113分钟,"Hello,Mrs.Money",tt8299800
憨豆特工3,大卫·科尔,尼尔·珀维斯/罗伯特·韦德,罗温·艾金森/本·米勒/欧嘉·柯瑞兰寇/杰克·莱西/艾玛·汤普森/米兰达·亨妮莎/亚当·詹姆斯/萨曼莎·罗素/大卫·穆梅尼/通恰伊·古奈什/梶冈润一/埃迪·奥康奈尔/尼克·欧文福特/马修·比尔德,喜剧/动作/冒险,法国/美国/英国,英语,2018-11-23(中国大陆)/2018-10-05(英国)/2018-10-26(美国),89分钟,凸槌特派员3(台)/特务戆J：神级归位(港)/憨豆特工再出击/JohnnyEnglish3,tt6921996
羞羞的铁拳,宋阳/张吃鱼,张吃鱼/宋阳,艾伦/马丽/沈腾/田雨/宋阳/薛皓文/常远/黄才伦/王智,喜剧/奇幻,中国大陆,汉语普通话,2017-09-30(中国大陆),100分钟,NeverSayDie,tt7431894
极限职业,李炳宪,裴世英,柳承龙/李东辉/李荷妮/陈善圭/申河均,喜剧/动作/犯罪,韩国,韩语,2019-01-23(韩国),111分钟,炸鸡特攻队(港)/鸡不可失(台)/极端职业/极限行业/ExtremeJob,tt9541602
犬之岛,韦斯·安德森,韦斯·安德森/罗曼·科波拉/詹森·舒瓦兹曼/野村训市,布莱恩·科兰斯顿/爱德华·诺顿/科宇·兰金/列维·施瑞博尔/比尔·默瑞/杰夫·高布伦/鲍勃·巴拉班/野村训市/格蕾塔·葛韦格/斯嘉丽·约翰逊/蒂尔达·斯文顿/弗兰西斯·麦克多蒙德/罗曼·科波拉/卡拉·海沃德/高山明/伊藤晃/哈威·凯特尔/F·默里·亚伯拉罕/小野洋子/渡边谦/夏木真理/费舍·史蒂芬斯/村上虹郎/考特尼·万斯/安杰丽卡·休斯顿/野田洋次郎/山田孝之/秋元梢/松田翔太/松田龙平/池田依来沙/杰克·莱恩/育乃介/儿玉太智/卡琳·奥克索/弗兰克·伍德/爱德华·博奇,喜剧/动画/冒险,美国/德国,英语/日语,2018-04-20(中国大陆)/2018-02-15(柏林电影节)/2018-03-23(美国),97分钟(中国大陆)/101分钟,小狗岛/汪星人之岛/犬ヶ島,tt5104604
二代妖精之今生有幸,肖洋,肖洋/郭异雯,冯绍峰/刘亦菲/李光洁/郭京飞/焦俊艳/熊乃瑾/王双宝/张子贤/朱捷/陈芋米/范湉湉/隋凯/崔名扬,喜剧/爱情/奇幻,中国大陆,汉语普通话,2017-12-29(中国大陆),110分钟,二代妖精/一代妖精/一代妖精电影版/HansonandtheBeast/动物管理局/妖怪管理局,tt7787418
神偷联盟,史蒂文·索德伯格,丽贝卡·布朗特,查宁·塔图姆/丹尼尔·克雷格/亚当·德赖弗/丽莉·克亚芙/希拉里·斯万克/凯瑟琳·沃特斯顿/大卫·丹曼/杰克·奎德/布莱恩·格里森/吉姆·奥希尔/法拉·麦肯齐/布登·约翰斯顿/萨顿·约翰斯顿/塞巴斯蒂安·斯坦/塞思·麦克法兰/凯蒂·霍尔姆斯,喜剧/犯罪,美国,英语,2017-08-18(美国),119分钟,幸运的罗根/罗根好好运(台)/卢根急转弯(港),tt5439796
反转人生,伍仕贤,伍仕贤/贾斯汀·麦伦,夏雨/闫妮/潘斌龙/宋茜/吴大维/宁静/王宝强/雷佳音/李勤勤/郭凯敏/包贝尔/英达/景岗山/李静/肖剑/隋凯/吴彦祖/田雷/吴超/王祉萱/李振平/张英伟/滕雨佳/于婉丽/祁琪/肖瑶/吴冬妮/王今心/张昕琦/张昕瑶/佘铂诚/张泉通/黄兆暄/丁俨/萧群/李雷雷/李冉/丰林虎/付云云/安笑歌/陈彦廷/李振刚/李奕臻/杜海/佟野/刘妍冰/十三姨/马兰杏/闫长海/崔健/翁力/史元庭/马国健/应超男,喜剧/奇幻,中国大陆,汉语普通话,2017-06-29(中国大陆),110分钟,Wished,tt3308358
父子雄兵,袁卫东,苏亮/毛海青,大鹏/范伟/张天爱/乔杉/邬君梅/任达华/梁龙/马书良/柳岩,喜剧,中国大陆,汉语普通话,2017-07-21(中国大陆)/2017-06-19(上海电影节),105分钟,父子魂斗罗/FatherandSon,tt6186248
公牛历险记,卡洛斯·沙尔丹哈,罗伯特·L·贝尔德/蒂姆·费德勒尔/布拉德·科普兰/罗恩·伯奇/大卫·基德/唐·莱默/曼罗·里夫/罗伯特·劳森,约翰·塞纳/凯特·麦克金农/莉莉·戴/鲍比·坎纳瓦尔/安东尼·安德森/大卫·田纳特/吉娜·罗德里格兹/戴维德·迪格斯/加布里埃尔·伊格莱西亚斯/杰洛德·卡尔迈克/劳尔·埃斯帕扎/米格尔·安赫尔·西尔维斯特/弗卢拉·博格/莎莉·菲利普斯/波瑞斯·科乔/杰克·戈尔/杰特·尤尔根斯米尔/奈尔·迪亚兹/科林·H·墨菲/卡洛斯·沙尔丹哈/杰瑞米·西斯托/路易斯·卡洛斯·德拉·隆巴纳/胡安内斯/茱莉亚·斯卡帕·萨尔达尼亚/拉斐尔·斯卡帕·萨尔达尼亚/卡拉·马丁内斯/乔迪·卡巴勒罗/玛丽亚·佩拉莫尔/娜扎宁·霍马/安德烈亚斯·A·埃斯帕萨/詹姆斯·帕伦博/伯纳多·德·保拉/贝莉塔·莫里诺/蒂姆·诺德奎斯特/阿尔瓦罗·门多萨/卡洛斯·雷格-普拉扎/辛迪·斯拉特里/杰森·弗里基奥内/苏珊娜·巴列斯特罗斯/安娜·帕特丽夏·加梅斯,喜剧/动画/冒险,美国,英语,2018-01-19(中国大陆)/2017-12-15(美国),108分钟,萌牛费迪南(台)/快D啦牛牛(港)/费迪南德的故事/公牛费迪南德/小牛费迪南/TheStoryofFerdinand,tt3411444
灾难艺术家,詹姆斯·弗兰科,斯科特·纽斯塔德/迈克尔·H·韦伯/格雷戈·赛斯特罗/汤姆·比塞尔,詹姆斯·弗兰科/戴夫·弗兰科/塞斯·罗根/艾莉·葛瑞那/爱丽森·布里/杰基·韦佛/保罗·谢尔/扎克·埃夫隆/乔什·哈切森/琼·黛安·拉斐尔/梅根·莫拉莉/杰森·曼兹沃克斯/安德鲁·桑提诺/内森·菲尔德/乔·曼德/莎朗·斯通/约翰·厄尔利/梅兰尼·格里菲斯/汉尼拔·布勒斯/查琳·易/彼得·吉尔罗伊/劳伦·阿什/舒格·林·彼尔德/鲍勃·奥登科克/布莱恩·赫斯基/梅根·弗格森/兰道尔·朴/斯蒂芬·刘/凯西·威尔逊/杰洛德·卡尔迈克/豪莎·罗克莫雷/凯莉·奥克斯福德/凯瑟·多诺休/德丽·海明威/安吉琳/汤姆·佛朗哥/佐伊·达奇/伊克·巴里霍尔兹/凯文·史密斯/J·J·艾布拉姆斯/科甘-迈克尔·凯/亚当·斯科特/丹尼·麦克布莱德/克里斯汀·贝尔/贾德·阿帕图/丽兹·卡潘/托米·韦素,剧情/喜剧/传记,美国,英语,2017-09-11(多伦多电影节)/2017-12-08(美国),103分钟,大灾难家(台)/荷里活烂片王(港)/TheMasterpiece,tt3521126
神探蒲松龄,严嘉,刘伯翰/简文,成龙/阮经天/钟楚曦/林柏宏/林鹏/乔杉/潘长江/苑琼丹/刘智福/刘智满/刘智堂/姜嫄,喜剧/动作/奇幻,中国大陆,汉语普通话,2019-02-05(中国大陆),108分钟,神探蒲松龄之兰若仙踪/TheKnightofShadows:BetweenYinandYang/KnightofShadows:WalkerBetweenHalfworlds,tt7587984
王牌保镖,帕特里克·休斯,汤姆·奥康纳,瑞恩·雷诺兹/塞缪尔·杰克逊/加里·奥德曼/萨尔玛·海耶克/艾洛蒂·袁/乔昆姆·德·阿尔梅达/克里斯蒂·米切尔/约瑟芬·德·拉·波美/山姆·哈兹尔丁/巴里·阿茨玛/艾比·侯斯/米哈伊尔·戈尔沃伊,喜剧/动作/犯罪,美国/香港/保加利亚/荷兰,英语/俄语/法语/日语/意大利语/荷兰语/西班牙语,2017-09-22(中国大陆)/2017-08-18(美国),118分钟/112分钟(中国大陆),杀手的保镖/杀手保镖(台)/保镖救杀手(港),tt1959563
印度合伙人,R·巴尔基,R·巴尔基/斯南德·柯克尔,阿克谢·库玛尔/拉迪卡·艾普特/索娜姆·卡普尔/乔蒂·苏巴/森尔·辛/阿米达普·巴强/雷·拉维,剧情/喜剧/传记,印度,印地语,2018-12-14(中国大陆)/2018-02-09(印度),140分钟/134分钟(中国大陆),护垫侠(台)/M巾侠(港)/大姨夫(豆友译名),tt7218518
方形,鲁本·奥斯特伦德,鲁本·奥斯特伦德,克拉斯·邦/伊丽莎白·莫斯/多米尼克·威斯特/泰瑞·诺塔里/克里斯托弗·莱索/玛丽娜·希彭蔻,喜剧,瑞典/德国/法国/丹麦,英语/瑞典语/丹麦语,2017-05-20(戛纳电影节)/2017-08-25(瑞典),151分钟,抓狂美术馆(台)/方寸见人心(港)/自由广场/魔方/方块/广场,tt4995790
摘金奇缘,朱浩伟,彼得·基亚雷利/阿黛勒·林/凯文·关,吴恬敏/亨利·戈尔丁/杨紫琼/嘉玛·陈/奥卡菲娜/卢燕/岑勇康/郑肯/水野索诺娅/吴育刚/欧阳万成/钱信伊/瑞米·海依/尼科·桑托斯/陆思敬/苏慧敏/方展发/谢宛谕/维多利亚·洛克/许优美/郑花如/许静雯/卡尔文·王/陈琼华/刘佳镁/陈美廪/内万·科伊特/阿曼达·埃文斯/彼得·霍奇森/安德斯·塔格/丹尼尔·詹金斯/彼得·卡罗尔/黛博拉·杨/查尔斯·格朗斯/杰西卡·加莱蒂/SweeHuatTeo/罗尼·纪/IsaacBoonChuonLee/罗杰·谢克/LeeZhiJian/LeeJunWen/拉塞尔·黄/马尔库斯·莫/杰瑞卡·黎/乔·翁/陈胤希/德尔菲诺润二/BeatriceChein/TanEnYu/TanEnDong/姬丝·阿奎诺/LucindaLew/黄苏珊/TumurbaatarEnkhtungalag/木下众平/吉娜·格莱尼斯/凯文·关/斯蒂芬妮·欧阳/LeongChunChong/HoYanXi/兰斯·埃明格/卡兰比尔·亨达尔/斯蒂芬·杰克/纪宝珠,喜剧/爱情,美国,英语/汉语普通话/粤语,2018-11-30(中国大陆)/2018-08-15(美国),121分钟/119分钟(中国大陆),我的超豪男友(港)/疯狂亚洲富豪(台)/疯狂富豪(新)/疯狂的亚洲富人/疯狂的亚洲富豪/人疯钱多亚洲豪,tt3104988
熊出没·原始时代,丁亮/林汇达,徐芸/万秦/蒋琳,张伟/张秉君/谭笑/宋祖儿/刘思奇/万丹青/刘沛/孟雨田,喜剧/动画/冒险,中国大陆,汉语普通话,2019-02-05(中国大陆),88分钟,熊出没6/熊出没大电影6/BoonieBears:BlastIntoThePast,
大佛普拉斯,黄信尧,黄信尧,庄益增/陈竹昇/戴立忍/张少怀/陈以文/纳豆/丁国琳/李永丰/朱约信/雷婕熙/林美秀/小亮哥/游安顺/梁赫群/脱线/郑宇彤/鲁文学,剧情/喜剧/犯罪,台湾,闽南语/汉语普通话,2017-06-29(台北电影节)/2017-10-13(台湾),102分钟,TheGreatBuddha+,tt7010412
老爸102岁,奥米史·舒克拉,索姆亚·定司,阿米达普·巴强/里希·卡普尔/吉米特·特里韦迪/达尔曼德拉·吉尔,剧情/喜剧,印度,印地语,2018-11-30(中国大陆)/2018-05-04(印度),102分钟,102岁仍未老/102岁不落伍,tt6580564
东北插班生,姜秉辰,,史元庭/陈世承/范少勋,喜剧/动作,中国大陆,汉语普通话,2017-07-15(中国大陆),75分钟,,
妈妈咪呀2,欧·帕克,欧·帕克,莉莉·詹姆斯/阿曼达·塞弗里德/朱丽·沃特斯/克里斯汀·芭伦斯基/皮尔斯·布鲁斯南/斯特兰·斯卡斯加德/科林·费尔斯/多米尼克·库珀/杰瑞米·艾文/亚历克萨·戴维斯/杰西卡·基南·温/乔什·迪伦/休·斯金纳/雪儿/梅丽尔·斯特里普/安迪·加西亚/西莉亚·伊姆里/欧米德·吉亚李利/杰拉德·摩纳科/森尚子/伊川东吾/阿纳斯塔西娅·希尔/苏珊娜·巴克莱德/乔纳森·戈德史密斯/凯西·克莱尔/班尼·安德森/戴尔·布兰斯顿/亚历珊德拉·福特,喜剧/爱情/歌舞,英国/美国,英语/法语/希腊语,2018-08-03(中国大陆)/2018-07-20(美国),114分钟,妈妈咪呀！2/妈妈咪呀！回来了(台)/妈妈咪呀！开心再嚟(港)/妈妈咪呀2：再次出发/妈妈咪呀：重蹈覆辙,tt6911608
银魂2,福田雄一,福田雄一,小栗旬/菅田将晖/桥本环奈/柳乐优弥/吉泽亮/三浦春马/洼田正孝/室毅/长泽雅美/冈田将生/木村绿子/佐藤二朗/中村勘九郎/堂本刚/堤真一/胜地凉/夏菜/户塚纯贵/立木文彦,喜剧/动作/冒险,日本,日语,2018-08-17(日本),135分钟,银魂2：规则是用来打破的/规定就是为了被打破而存在的/Gintama2,tt7639528
西游记女儿国,郑保瑞,文宁,郭富城/冯绍峰/赵丽颖/小沈阳/罗仲谦/林志玲/梁咏琪/刘涛/孙伊涵/苑琼丹/潘斌龙/陈雅丽/施诗,喜剧/爱情/奇幻,中国大陆/香港,汉语普通话,2018-02-16(中国大陆),116分钟,西游记·女儿国/西游记之女儿国/TheMonkeyKing3:KingdomofWomen,tt6466464
