电影,导演,编剧,主演,类型,制片国家/地区,语言,上映日期,片长,又名,IMDb链接
神童,尼古拉斯·麦卡锡,杰夫·布勒,泰勒·席林/布列塔尼·艾伦/杰克逊·罗伯特·斯科特/科鲁姆·费奥瑞/彼得·穆尼/奥妮克·阿德莉/艾丽莎·莫勒切里/宝拉·布德罗/保罗·福托/戴维·科赫史密斯/马克·史派克/迈克尔·戴森,惊悚/恐怖,香港/美国,英语,2019-02-08(美国),92分钟,鬼裔(台)/后裔/Descendant,tt4504044
缝纫机乐队,大鹏,大鹏/苏彪,大鹏/乔杉/古力娜扎/李鸿其/韩童生/曲隽希/于谦/岳云鹏/王劲松/于洋/代乐乐/赵英俊/马大明/张一鸣/衣云鹤/曹然然/曹桐睿/宋小宝/刘小光/文松/宋晓峰/周冬雨/袁姗姗/宋茜/林志玲,喜剧/音乐,中国大陆,汉语普通话,2017-09-29(中国大陆),117分钟,CityofRock,tt7339584
新喜剧之王,周星驰,周星驰,王宝强/鄂靖文/张全蛋/景如洋/张琪/袁兴哲/田启文/黄骁鹏/蔡哲睿/苗溢伦,剧情/喜剧,中国大陆/香港,汉语普通话/粤语,2019-02-05(中国大陆),91分钟,喜剧之王2/D计划/TheNewKingofComedy/KingofComedy2,tt9368628
绣春刀II：修罗战场,路阳,陈舒/路阳/禹扬,张震/杨幂/张译/雷佳音/辛芷蕾/金士杰/刘端端/武强/杨轶/李媛/吴晓亮/李洪涛/刘峰超/袁文康/马赫/刘亭作/姜晓冲/陈齐威/王仁君/周一围,剧情/动作/武侠/古装,中国大陆,汉语普通话,2017-07-19(中国大陆)/2017-06-18(上海电影节),120分钟,绣春刀2：修罗战场/绣春刀：修罗场/绣春刀前传/BrotherhoodofBladesII:TheInfernalBattlefield,tt7055592
无问西东,李芳芳,李芳芳,章子怡/黄晓明/张震/王力宏/陈楚生/铁政/祖峰/米雪/王盛德/韩童生/王鑫/郑铮/章泽天/黄梦莹/林美秀/保罗·菲利普·克拉克/胡家华/伊娜/吴谨言/纪帅/王天泽/伍麟凯/都金翰,剧情/爱情/战争,中国大陆,汉语普通话,2018-01-12(中国大陆),138分钟,ForeverYoung,tt2401825
悲伤逆流成河,落落,落落/郭敬明,赵英博/任敏/辛云来/章若楠/朱丹妮,剧情/爱情,中国大陆,汉语普通话,2018-09-21(中国大陆),104分钟,悲伤逆流成河电影版/CryMeaSadRiver,tt9036926
捉妖记2,许诚毅,吴炜伦/陈咏燊/苏亮,梁朝伟/白百何/井柏然/李宇春/杨祐宁/大鹏/吴君如/曾志伟/黄磊/柳岩/吴莫愁/伍嘉成/赵磊/谷嘉诚/彭楚粤/陈泽希/郭子凡/肖战/焉栩嘉/夏之光/姜超/娄艺潇/张俪,喜剧/奇幻,中国大陆/香港,汉语普通话,2018-02-16(中国大陆),110分钟,MonsterHunt2,tt6170484
找到你,吕乐,秦海燕,姚晨/马伊琍/袁文康/吴昊宸/王梓尘/陶昕然/高叶/齐欢,剧情/家庭,中国大陆,汉语普通话,2018-10-05(中国大陆)/2018-06-17(上海电影节),102分钟,"谜踪/Lost,Found",tt9034530
来电狂响,于淼,李潇/王思/王欢,佟大为/马丽/霍思燕/乔杉/田雨/代乐乐/奚梦瑶/艾伦/张晨光/杨玏/李成敏/许娣/李萍/张帆/徐冬冬/何泓姗/姜来/刘奇/杜江/钟鹿纯/丁龙儿/丁歌/韩昕妤/耿杨/李柄熹/刘润男/贝镜水/李伟/赵宇涵/马嘉璐/津玮/Aleksandr/毕大勋/刘剑/常诚/Natalya/李恬洁/贝乐乐,剧情/喜剧,中国大陆,汉语普通话,2018-12-28(中国大陆),103分钟,中国版《完美陌生人》/手机狂响/KillMobile,tt9408490
狄仁杰之四大天王,徐克,张家鲁/徐克/陈国富,赵又廷/冯绍峰/林更新/阮经天/马思纯/刘嘉玲/盛鉴/杨一威/唐古特·宝日夫/张傲月/孙蛟龙/汪汐潮/铁男/李炳雷/许明虎,动作/悬疑/奇幻/武侠/古装,中国大陆/香港,汉语普通话,2018-07-27(中国大陆),132分钟,狄仁杰3/DetectiveDee:TheFourHeavenlyKings,tt6869538
地球最后的夜晚,毕赣,毕赣,汤唯/黄觉/张艾嘉/李鸿其/陈永忠/罗飞扬/曾美慧孜/段钧豪/谢理循/齐溪/明道/龙泽治,剧情/爱情/悬疑,中国大陆/法国,贵州方言/汉语普通话,2018-12-31(中国大陆)/2018-05-15(戛纳电影节),138分钟/130分钟(戛纳电影节),LongDay'sJourneyIntoNight,tt8185182
你好，之华,岩井俊二,岩井俊二,周迅/秦昊/杜江/张子枫/邓恩熙/边天扬/吴彦姝/谭卓/胡歌/胡昌霖/李春明/穆龙/刘靖宇/高炳然/白素娟/刘思博/常海波/李勇/刘笑语/赵芙丽/建圳/郭德诚/王靖宇/孙萍/李泽宇/仇硕康/艺涵/李昊芳/王子璇/王远达/于建波/张俊宇,剧情/爱情,中国大陆,汉语普通话,2018-11-09(中国大陆),114分钟,之华/LastLetter,tt9078374
后来的我们,刘若英,袁媛/何昕明/潘彧/安巍/刘若英,井柏然/周冬雨/田壮壮/曲哲明/刘启恒/苏小明/邹倚天/张子贤/施予斐/李剑青,剧情/爱情,中国大陆,汉语普通话,2018-04-28(中国大陆),120分钟,UsandThem,tt8033592
西游记女儿国,郑保瑞,文宁,郭富城/冯绍峰/赵丽颖/小沈阳/罗仲谦/林志玲/梁咏琪/刘涛/孙伊涵/苑琼丹/潘斌龙/陈雅丽/施诗,喜剧/爱情/奇幻,中国大陆/香港,汉语普通话,2018-02-16(中国大陆),116分钟,西游记·女儿国/西游记之女儿国/TheMonkeyKing3:KingdomofWomen,tt6466464
解忧杂货店,韩杰,宋啸/东野圭吾/孙思雨/朱思溢,王俊凯/迪丽热巴/董子健/李鸿其/董李无忧/成龙/秦昊/陈都灵/郝蕾/李梦/成泰燊/高华阳/潘斌龙/孟慧圆/孙小野,剧情/奇幻,中国大陆,汉语普通话,2017-12-29(中国大陆),109分钟,MiraclesoftheNamiyaGeneralStore,tt7645502
三生三世十里桃花,赵小丁/安东尼·拉默里纳拉,李晗/刘晗/麦灵/张亚亮/唐七,刘亦菲/杨洋/罗晋/严屹宽/李纯/顾璇/陈佩斯/彭子苏/张贺茗/王羽铮/塔拉,爱情/奇幻,中国大陆,汉语普通话,2017-08-03(中国大陆),109分钟,OnceUponaTime,tt6138688
二代妖精之今生有幸,肖洋,肖洋/郭异雯,冯绍峰/刘亦菲/李光洁/郭京飞/焦俊艳/熊乃瑾/王双宝/张子贤/朱捷/陈芋米/范湉湉/隋凯/崔名扬,喜剧/爱情/奇幻,中国大陆,汉语普通话,2017-12-29(中国大陆),110分钟,二代妖精/一代妖精/一代妖精电影版/HansonandtheBeast/动物管理局/妖怪管理局,tt7787418
前任3：再见前任,田羽生,田羽生/游非/大宽/大广,韩庚/郑恺/于文文/曾梦雪/罗米,喜剧/爱情,中国大陆,汉语普通话,2017-12-29(中国大陆),120分钟,前任3/前任攻略3/前任3：颜值大作战/TheEx-File:TheReturnoftheExes,tt7830888
